"GiftId","TripId"
74073,3
52167,3
78763,3
77753,3
11171,3
92484,3
75530,3
90374,3
92816,3
7939,3
81945,3
43522,4
34649,4
82995,4
33899,4
48150,4
36782,4
34713,4
12337,4
39720,4
8221,4
67565,4
15548,4
11427,4
40414,4
87392,4
29687,4
58755,4
75135,4
61436,4
31096,4
26488,4
45694,4
79890,4
93996,4
66501,4
13390,4
8798,4
64592,4
50812,4
13876,4
95891,4
55302,4
83794,4
29006,4
49473,4
87687,4
11895,4
50343,4
68312,4
56150,4
5869,4
59825,4
14859,4
19947,4
72775,4
47484,4
38279,4
14612,4
17011,4
28875,4
38790,4
15680,4
77069,4
13245,4
54583,4
70807,4
88618,4
33413,4
26300,4
77297,4
87957,4
687,4
49582,4
92707,4
17359,4
36144,4
20157,4
14174,5
63312,5
88750,5
94539,5
85742,5
8165,5
94388,5
78635,5
76777,5
96665,5
52778,5
46903,5
54150,5
60585,5
83815,5
51970,5
29373,5
57763,5
80094,5
23823,5
22068,5
45004,5
72468,5
65277,5
67590,5
70455,5
89215,5
74767,5
63506,5
85859,5
39978,5
32247,5
14146,5
72396,5
54419,5
50054,5
88014,5
35870,5
87472,5
36236,5
14636,5
18216,5
93872,5
49918,5
5635,5
63815,5
67421,5
9931,5
72915,5
90773,5
64062,5
34325,5
86978,5
39883,5
84268,5
78768,5
81172,5
65472,5
40759,5
91562,5
92822,5
38247,5
86529,5
47104,6
69946,6
31936,6
24321,6
60021,6
82259,6
89216,6
41964,6
10694,6
46670,6
9266,6
69124,6
76277,6
15154,6
70347,6
11560,6
72737,6
19279,6
96140,6
24110,6
14171,6
3144,6
79414,6
54307,6
570,6
45725,6
6227,6
37802,6
77663,6
40039,6
58636,6
1659,6
26068,6
99254,6
65820,6
3159,6
2614,6
39517,6
86850,6
68207,6
28116,6
9711,6
78212,6
77509,6
74255,6
81226,6
66142,6
66518,6
39971,6
90611,6
38672,6
97000,6
11967,6
25461,6
28744,6
81607,6
70133,6
17181,6
19668,6
32956,6
72217,6
95890,6
49156,6
2266,6
85418,6
78994,7
45604,7
99651,7
50461,7
42204,7
78094,7
42667,7
97789,7
29387,7
94489,7
90138,7
78830,7
22504,7
86185,7
77172,7
94567,7
41790,7
34047,7
71636,7
26159,7
81966,7
38471,7
39569,7
24792,7
7991,7
67130,7
50086,7
60703,7
57555,7
11473,7
45738,7
29918,7
87598,7
11564,7
34782,7
99035,7
32038,7
49102,7
23726,7
43370,7
73948,7
90827,7
73995,7
61233,7
9436,7
39389,7
23881,7
43961,7
47178,7
12472,7
75593,7
89832,7
19525,7
62080,7
33844,7
81632,7
67758,7
62881,7
53590,7
30575,7
12129,7
3766,7
87095,7
78721,7
70178,7
57794,7
64044,7
92132,7
39182,7
17509,7
98515,7
59602,7
95205,7
20611,7
13213,7
34735,7
79550,7
17113,7
48423,7
4350,8
65133,8
18258,8
34536,8
16982,8
7120,8
95431,8
36633,8
14871,8
67667,8
10776,8
77857,8
24999,8
65487,8
24738,8
8859,8
57830,8
81833,8
24423,8
81787,8
49034,8
57425,8
17035,8
45177,8
18335,8
3875,8
39721,8
73384,8
79734,8
8977,8
31565,8
50363,8
82406,8
21567,8
73685,8
58985,8
94935,8
48898,8
84782,8
32082,8
17753,8
437,8
98901,8
90303,8
73235,8
65250,8
20749,8
9481,8
5961,8
75036,8
340,8
16283,8
60880,8
40269,8
19901,8
51551,8
82617,8
40616,8
51462,8
53905,8
70395,8
85544,8
18646,9
47113,9
51952,9
29159,9
21577,9
37535,9
83134,9
66822,9
95318,9
71732,9
43489,9
50971,9
76687,9
89512,9
40483,9
77844,9
3568,9
30604,9
70508,9
83933,9
4397,9
8923,9
20132,9
76587,9
67459,9
42753,9
44379,9
46492,9
36221,9
74617,9
58386,9
22299,9
14128,9
97542,9
37256,9
85105,9
30343,9
61286,9
18499,9
67399,9
83738,9
52945,9
18069,9
2491,9
68749,9
79051,9
61557,9
67714,9
95893,9
4442,9
46114,9
12584,9
62098,9
16110,9
28619,9
99045,9
32559,9
85652,9
3811,9
35000,9
69551,9
48137,9
18770,9
33802,9
58884,9
89102,9
59887,9
56142,9
37464,9
42861,9
13399,9
30813,9
24840,9
52473,9
31189,9
50096,9
56601,10
65070,10
44091,10
21122,10
34,10
58734,10
48153,10
59708,10
82458,10
31649,10
95928,10
6159,10
99260,10
91300,10
91212,10
52491,10
26562,10
1131,10
62561,10
85227,10
96169,10
87025,10
18306,10
29302,10
750,10
53295,10
5646,10
19998,10
86666,10
13295,10
26560,10
77950,10
12274,10
86943,10
34094,10
6205,10
89513,10
17812,10
19811,10
88739,10
52557,10
14735,10
64903,10
91299,10
19826,10
80685,10
902,10
11870,10
70785,10
64806,10
51015,10
29095,10
5070,10
52026,10
86546,10
60361,10
62679,10
22189,10
3509,10
93291,10
11979,10
51824,10
14506,10
32574,10
83752,10
45574,10
42815,10
50560,10
67669,10
26691,10
95070,10
86072,10
50719,10
79233,10
84208,11
53087,11
75736,11
42169,11
18863,11
62675,11
93551,11
16967,11
8534,11
77718,11
12499,11
18247,11
1300,11
95062,11
32852,11
67256,11
2630,11
19311,11
26816,11
5142,11
25131,11
832,11
5056,11
56388,11
21290,11
66331,11
32894,11
75166,11
10394,11
11903,11
1083,11
18131,11
4555,11
81099,11
66262,11
97751,11
6900,11
28063,11
62252,11
56543,11
92019,11
74953,11
1606,11
59183,11
4093,11
6076,11
92658,11
74250,11
69930,11
45824,11
153,11
81865,11
26858,11
45053,11
81342,11
15678,11
523,11
24834,11
46534,11
49288,11
19407,11
84192,11
24483,11
54774,11
95922,11
63949,11
33217,11
83908,11
78577,11
63927,11
82311,11
71591,11
54225,11
18269,11
24745,11
13486,11
26857,11
72665,11
20612,11
89280,11
80335,11
14273,12
43040,12
31138,12
76485,12
58747,12
24737,12
95491,12
57143,12
76695,12
20572,12
94455,12
4025,12
25956,12
15948,12
45063,12
14659,12
64325,12
26203,12
9788,12
46445,12
95939,12
38573,12
65688,12
77482,12
33297,12
23870,12
66214,12
8259,12
94104,12
36795,12
98610,12
89277,12
95407,12
42731,12
59820,12
21905,12
76618,12
85597,12
86069,12
4957,12
78883,12
88316,12
83104,12
81556,12
7015,12
54232,12
92773,12
22949,12
87323,12
6669,12
41541,12
9518,12
94309,12
66169,12
63988,12
52032,12
36367,12
96274,12
83047,12
72922,12
71021,12
95769,12
77914,12
6441,12
62454,12
1241,12
62605,12
40040,12
30448,12
26076,12
44135,12
5402,12
59282,13
33971,13
67505,13
9949,13
4994,13
2728,13
83781,13
93180,13
49375,13
90426,13
69513,13
23818,13
95023,13
35601,13
23356,13
6936,13
3463,13
57789,13
9987,13
10602,13
25884,13
49737,13
95383,13
87083,13
62630,13
58450,13
87100,13
85542,13
64945,13
85124,13
40920,13
14248,13
31955,13
318,13
86105,13
41844,13
77727,13
24858,13
59134,13
77360,13
75192,13
78514,13
96426,13
33369,13
93431,13
10145,13
19761,13
21821,13
95645,13
16167,13
66084,13
61565,13
50704,13
36135,13
80698,13
64792,13
4095,13
95805,13
21884,13
2216,13
21274,13
47399,13
37521,13
27756,13
31616,13
93238,13
82372,13
63057,13
91786,13
78711,13
44308,13
21273,13
58017,13
56472,13
85020,13
63639,13
27517,14
89106,14
51342,14
80301,14
67830,14
44920,14
42619,14
74432,14
41041,14
35293,14
70880,14
37281,14
93147,14
82581,14
8197,14
39533,14
92789,14
79320,14
88013,14
62936,14
48995,14
76272,14
1108,14
38479,14
10017,14
12182,14
89585,14
84764,14
38359,14
64016,14
1136,14
90997,14
85774,14
21636,14
92646,14
89019,14
88570,14
40256,14
77062,14
96173,14
97101,14
85534,14
42930,14
70874,14
21770,14
68547,14
32799,14
33360,14
14944,14
66371,14
8848,14
45003,14
74012,14
81450,14
18981,14
23768,14
94553,14
67175,14
5129,14
76841,14
12564,14
66752,14
35691,14
99776,14
76316,14
82463,14
84198,14
15600,14
99521,14
83763,14
65494,14
61882,14
74382,14
1026,14
29823,14
45719,14
83341,14
38516,14
98132,14
27991,14
44150,14
10726,15
65941,15
36270,15
33902,15
76218,15
7166,15
39564,15
21674,15
58488,15
61288,15
45802,15
83114,15
92302,15
57565,15
61419,15
60851,15
40888,15
16321,15
7234,15
55980,15
64854,15
45201,15
3432,15
54076,15
40569,15
19424,15
20143,15
54414,15
54212,15
76149,15
20925,15
17389,15
41893,15
87369,15
65068,15
83283,15
16461,15
39260,15
27141,15
4049,15
2392,15
62917,15
32231,15
2275,15
14046,15
49381,15
47451,15
55440,15
64971,15
49774,15
49474,15
71544,15
30326,15
1818,15
81078,15
43851,15
65412,15
13454,15
16065,15
80359,15
48103,15
32771,15
44935,15
17631,15
54376,15
28968,16
36908,16
58581,16
89984,16
30834,16
84768,16
47974,16
2531,16
34155,16
69624,16
29030,16
84396,16
57537,16
12846,16
6628,16
15886,16
12736,16
90658,16
32596,16
36213,16
76351,16
97268,16
32354,16
74534,16
90538,16
78338,16
10117,16
99151,16
59329,16
74975,16
61581,16
12279,16
43311,16
69286,16
60887,16
58190,16
37261,16
65203,16
64291,16
79584,16
26547,16
88167,16
86223,16
31204,16
88221,16
58939,16
13890,16
90513,16
54496,16
32290,16
64474,16
15718,16
17997,16
64617,16
14198,16
55853,16
74097,16
95162,16
49084,16
67566,16
53028,16
59584,16
64299,16
88912,16
36772,16
81575,17
66841,17
2616,17
82786,17
83457,17
77565,17
9313,17
84528,17
42613,17
90566,17
26301,17
85028,17
18227,17
40147,17
69545,17
49378,17
6718,17
78143,17
53527,17
8837,17
59318,17
25401,17
38593,17
96605,17
93152,17
49403,17
70682,17
16532,17
7817,17
1397,17
1637,17
41888,17
49189,17
99766,17
77196,17
65615,17
67851,17
6373,17
19606,17
92264,17
23793,17
14975,17
91571,17
70648,17
32169,17
7792,17
98539,17
44639,17
24068,17
55786,17
89154,17
598,17
62426,17
3195,17
78515,17
20710,17
7050,17
72959,17
35311,17
30823,17
3739,17
22608,17
13676,17
46028,17
17038,17
58739,17
69610,17
81048,17
29177,17
56083,17
44255,18
78282,18
20972,18
41594,18
491,18
30958,18
40278,18
754,18
56698,18
62897,18
82714,18
1205,18
44378,18
11270,18
81156,18
39516,18
83536,18
33514,18
33083,18
21304,18
28640,18
27835,18
34962,18
89350,18
5453,18
81547,18
59110,18
57061,18
53799,18
29135,18
57082,18
97844,18
91886,18
28876,18
24808,18
92563,18
10656,18
95662,18
32694,18
14086,18
76808,18
52736,18
61572,18
66277,18
62313,18
28785,18
93071,18
23153,18
15584,18
42281,18
51982,18
93344,18
10479,18
438,18
19891,18
41152,18
1040,18
2736,18
48550,18
1336,18
47754,18
70900,18
82287,18
62693,18
56838,18
39374,18
25817,18
93628,18
57870,18
87501,19
31044,19
60645,19
42939,19
38594,19
3776,19
60133,19
57110,19
30616,19
74571,19
99472,19
69429,19
89374,19
51633,19
53014,19
48127,19
25803,19
75275,19
65614,19
65784,19
62912,19
45804,19
62652,19
2385,19
8759,19
60410,19
34491,19
50671,19
6085,19
405,19
81557,19
49637,19
7580,19
67573,19
39478,19
13640,19
18720,19
48785,19
60923,19
32628,19
43892,19
38570,19
20542,19
86842,19
89847,19
45814,19
9440,19
78525,19
3963,19
55574,19
97281,19
69199,19
97590,19
25844,19
80403,19
5661,19
45328,19
46201,19
19372,19
34023,19
83729,19
89298,19
62064,19
12357,19
85845,19
71291,19
89287,20
78250,20
20579,20
24661,20
4495,20
29051,20
59187,20
77544,20
49436,20
38703,20
74426,20
65914,20
69864,20
32708,20
6623,20
40630,20
90985,20
70495,20
73407,20
17572,20
85587,20
5531,20
62715,20
42456,20
60968,20
68320,20
96709,20
28751,20
97992,20
57810,20
69866,20
55648,20
13495,20
25751,20
43060,20
53466,20
56065,20
69397,20
70215,20
57523,20
2724,20
80147,20
46053,20
40184,20
5904,20
25894,20
96727,20
43570,20
24045,20
581,20
90027,20
32140,20
19115,20
22690,20
82588,20
30373,20
24756,20
47655,20
26002,20
62882,20
54601,20
7519,20
34234,20
3888,20
73294,20
45772,20
66496,20
79756,20
73741,21
78804,21
11249,21
41122,21
28539,21
5258,21
75826,21
35557,21
91929,21
30506,21
40000,21
78380,21
8422,21
60509,21
65154,21
88846,21
76211,21
65339,21
76765,21
83844,21
14028,21
6223,21
37788,21
28774,21
80692,21
86655,21
37478,21
3465,21
94107,21
81140,21
7464,21
10686,21
9262,21
28451,21
8470,21
92016,21
23898,21
55874,21
81283,21
97921,21
80357,21
71054,21
86459,21
87723,21
93369,21
98721,21
92335,21
46439,21
7583,21
86314,21
18487,21
14511,21
25849,21
59911,21
56134,21
84423,21
60790,21
86719,21
14592,21
35533,21
60311,21
22720,21
58956,21
37224,21
63255,21
94589,21
43635,21
33177,21
73421,21
1765,21
18784,21
84573,22
34283,22
28364,22
29526,22
27616,22
3464,22
75324,22
33465,22
24795,22
73941,22
89798,22
31005,22
48834,22
20222,22
36148,22
65096,22
97253,22
9125,22
96748,22
27754,22
97255,22
89352,22
39439,22
22229,22
16154,22
6851,22
66922,22
77455,22
74850,22
67720,22
8290,22
34024,22
88577,22
82093,22
75373,22
78814,22
92381,22
51787,22
95919,22
75319,22
14386,22
46382,22
60262,22
60781,22
20398,22
45741,22
31674,22
696,22
28858,22
38300,22
95170,22
67761,22
41935,22
63144,22
41540,22
12340,22
87823,22
45341,22
692,22
64739,22
76652,22
52600,22
58320,22
22924,22
56953,22
30547,22
35383,22
52761,22
42452,22
63387,22
30276,22
3090,22
16209,22
9366,22
67792,22
12204,22
90835,22
37536,22
68879,22
31364,22
57392,22
22852,22
25031,23
10821,23
19918,23
51476,23
9001,23
96799,23
3583,23
22184,23
6676,23
10243,23
98712,23
59539,23
38556,23
6518,23
2909,23
36544,23
97099,23
28210,23
6591,23
3686,23
71090,23
13591,23
7013,23
99102,23
42220,23
67153,23
16574,23
71748,23
92768,23
14133,23
64154,23
59142,23
37715,23
561,23
47863,23
51161,23
12473,23
97361,23
16723,23
79552,23
8676,23
15868,23
69327,23
49661,23
49860,23
83976,23
93957,23
68456,23
70217,23
50351,23
62908,23
48822,23
23297,23
88666,23
5806,23
87208,23
55774,23
93324,23
5053,23
49252,23
46464,23
80109,24
73489,24
52922,24
14729,24
21585,24
70158,24
6255,24
30453,24
75636,24
38844,24
53551,24
61993,24
39872,24
36534,24
43558,24
85244,24
46253,24
60187,24
6351,24
94866,24
11677,24
29956,24
83029,24
66749,24
12731,24
85602,24
7584,24
52854,24
35957,24
10441,24
28583,24
76746,24
66600,24
61400,24
57394,24
93176,24
73432,24
77785,24
18048,24
20142,24
11227,24
18224,24
65270,24
4434,24
18289,24
98803,24
28444,24
64214,24
46056,24
35934,24
46391,24
11846,24
86155,24
71481,24
47284,24
46173,24
89137,24
11596,24
7879,24
93377,24
18792,24
43217,24
19391,24
76714,25
51298,25
65147,25
83464,25
73928,25
16537,25
72105,25
1882,25
92532,25
3818,25
36607,25
18999,25
68838,25
9094,25
42420,25
3702,25
2781,25
14184,25
46263,25
90211,25
25413,25
84378,25
44406,25
95574,25
94177,25
52194,25
34176,25
78051,25
85196,25
87470,25
47856,25
91605,25
64952,25
92328,25
90588,25
30013,25
64261,25
84584,25
43922,25
52595,25
40438,25
24289,25
63007,25
81487,25
71161,25
84230,25
19168,25
65191,25
21377,25
20148,25
31527,25
85894,25
31229,25
59197,25
18545,25
52681,25
17266,25
92806,25
32264,25
40880,25
65578,25
53615,25
98087,25
35150,25
55775,25
58226,25
93448,25
66088,25
43736,25
25434,25
89045,26
76881,26
14911,26
84755,26
18074,26
20732,26
7317,26
17629,26
68322,26
96869,26
23473,26
22817,26
50267,26
1788,26
8911,26
93239,26
12485,26
48955,26
7034,26
64626,26
67722,26
41988,26
6277,26
70519,26
96029,26
3735,26
76319,26
62295,26
33845,26
68768,26
44688,26
35678,26
63006,26
3592,26
55175,26
63010,26
4741,26
51764,26
82863,26
35767,26
24021,26
88350,26
21690,26
27160,26
63706,26
85456,26
73567,26
60457,26
62344,26
33499,26
10737,26
24078,26
25911,26
9190,26
19291,26
30288,26
3874,26
17161,26
44438,26
24596,26
67347,26
4599,26
63535,26
85287,26
16026,26
96419,27
67427,27
43073,27
931,27
33090,27
97308,27
23370,27
16086,27
36154,27
97402,27
41018,27
6069,27
66455,27
63347,27
58290,27
55170,27
99330,27
7900,27
79902,27
79383,27
11680,27
31507,27
6041,27
28584,27
47791,27
38781,27
62246,27
57713,27
4554,27
46192,27
43790,27
57736,27
40896,27
23046,27
55193,27
51247,27
48235,27
76078,27
66127,27
6721,27
93091,27
28577,27
89553,27
70286,27
53602,27
93931,27
66856,27
36010,27
62955,27
22962,27
90368,27
94137,27
42675,27
73212,27
64258,27
89281,27
13180,27
30818,27
27818,27
35615,27
57204,27
88516,27
62512,27
34061,27
64049,27
87063,27
27483,27
20775,27
64180,27
61242,27
97143,27
16995,27
71304,27
3614,27
91708,27
13948,27
51563,27
54864,27
55264,27
19213,27
54000,27
52923,28
61872,28
28398,28
45170,28
50800,28
24493,28
14090,28
2603,28
78864,28
2682,28
63401,28
84836,28
73156,28
24889,28
66634,28
91406,28
19093,28
57417,28
82347,28
95653,28
71218,28
3096,28
80358,28
51866,28
57943,28
27097,28
45733,28
12352,28
53933,28
99562,28
95412,28
13666,28
29670,28
7523,28
54540,28
27110,28
75599,28
99951,28
28923,28
3294,28
3703,28
80433,28
5415,28
4045,28
92259,28
44131,28
1652,28
21431,28
16008,28
6526,28
70148,28
69659,28
54313,28
42853,28
73347,28
52018,28
18084,28
28975,28
4415,28
56399,28
92605,28
17909,28
69409,28
45567,28
92810,28
97679,28
97578,28
12456,28
78641,28
10358,28
23158,29
16661,29
26757,29
12776,29
61563,29
53668,29
84024,29
33875,29
66166,29
13582,29
79621,29
76400,29
81456,29
55242,29
53560,29
45742,29
63888,29
49636,29
15346,29
60289,29
63682,29
30314,29
89531,29
39730,29
87073,29
4645,29
7511,29
86549,29
1898,29
11495,29
94297,29
32995,29
63097,29
24749,29
78683,29
52055,29
23339,29
43617,29
53542,29
35802,29
62665,29
24414,29
32699,29
3181,29
38299,29
4254,29
50951,29
23034,29
16926,29
2310,29
57614,29
45571,29
25037,29
36968,29
2602,29
73408,29
12811,29
70736,29
94311,29
51971,29
33705,29
67742,29
4221,29
58357,29
78166,29
54358,29
90435,29
56178,29
63165,29
67042,30
27581,30
16878,30
80204,30
83013,30
51310,30
57684,30
17427,30
25633,30
67419,30
49569,30
19555,30
48931,30
25232,30
72779,30
57083,30
10344,30
45444,30
80636,30
86461,30
50997,30
29862,30
35436,30
86574,30
60617,30
18793,30
67844,30
76287,30
58708,30
20325,30
94608,30
1053,30
8157,30
67319,30
42666,30
1790,30
39028,30
21414,30
10869,30
95768,30
25355,30
74882,30
49680,30
77310,30
89569,30
82631,30
3800,30
90523,30
569,30
66610,30
9428,30
90709,30
61359,30
6799,30
59851,30
86307,30
54236,30
49320,30
94847,30
78904,30
69487,30
46801,31
94820,31
18687,31
4828,31
932,31
27101,31
98020,31
37052,31
46719,31
23713,31
48227,31
53545,31
92708,31
16727,31
28199,31
41727,31
63242,31
91902,31
49376,31
25225,31
55221,31
24107,31
11758,31
10837,31
34886,31
39973,31
1465,31
40854,31
93875,31
53606,31
92242,31
15816,31
74404,31
29107,31
19146,31
31027,31
88964,31
97886,31
94248,31
31985,31
93895,31
45190,31
71654,31
85650,31
98660,31
85043,31
66993,31
38553,31
13838,31
60099,31
35237,31
42793,31
57274,31
50520,31
96154,31
70563,31
88089,31
99059,31
40014,31
51249,31
77731,31
10387,31
86263,31
69211,31
28511,31
50120,31
98088,31
13054,31
63616,31
31991,31
43945,31
59816,31
10199,31
90889,31
61294,31
77973,32
95660,32
88161,32
78400,32
62173,32
37069,32
42579,32
71743,32
14026,32
90622,32
33986,32
19077,32
50788,32
92410,32
10220,32
51547,32
94923,32
56228,32
1672,32
17612,32
9348,32
41319,32
60220,32
53126,32
58062,32
67063,32
41531,32
7622,32
72475,32
67089,32
76563,32
75350,32
78581,32
50394,32
59854,32
61879,32
94039,32
74122,32
97151,32
96325,32
96731,32
926,32
19152,32
29867,32
17431,32
52505,32
28298,32
72135,32
12810,32
70497,32
54066,32
96472,32
29715,32
88642,32
58893,32
17790,32
11469,32
27544,32
82125,32
90815,32
68758,32
63537,32
58842,32
64254,32
65681,32
1311,32
90955,32
50376,32
16714,32
79043,32
72692,32
67383,32
30817,32
37964,32
91418,32
7332,32
76284,32
23129,32
94776,32
46447,32
95026,32
99874,33
91831,33
87888,33
88436,33
96523,33
27470,33
53977,33
7239,33
636,33
84379,33
56176,33
74749,33
82849,33
61229,33
92231,33
82720,33
79934,33
95997,33
6521,33
9661,33
22741,33
28650,33
72509,33
47156,33
18990,33
54956,33
58443,33
93202,33
25802,33
84017,33
27973,33
36083,33
59543,33
83604,33
75282,33
38691,33
45143,33
6132,33
38221,33
61314,33
6187,33
27529,33
97154,33
16490,33
21250,33
84194,33
59122,33
32283,33
56168,33
3639,33
53654,33
73466,33
4735,33
36246,33
81025,33
49519,33
44566,33
66450,33
95742,33
45329,33
94590,33
71508,33
83074,33
55969,33
16807,33
12980,33
80681,33
12052,33
7363,33
77311,33
55251,33
82504,33
45021,33
49422,33
28947,33
93244,33
63279,33
92910,33
3610,33
12159,33
79410,33
19735,33
30052,33
31972,34
61068,34
44419,34
13706,34
78897,34
43203,34
13954,34
31884,34
31262,34
23969,34
6263,34
84481,34
22145,34
65357,34
38455,34
11885,34
27262,34
77748,34
54621,34
4211,34
48613,34
63109,34
45856,34
27416,34
86100,34
64869,34
54655,34
10968,34
47111,34
96902,34
97778,34
66845,34
69960,34
90860,34
71575,34
93093,34
66806,34
17174,34
12577,34
98759,34
24524,34
48665,34
74930,34
11935,34
21516,34
60314,34
94544,34
19290,34
73070,34
85106,34
52252,34
47773,34
97919,34
77701,34
21079,34
96733,34
15579,34
23981,34
64116,34
30751,34
35490,34
12158,34
93472,34
4578,34
88776,34
85453,34
7322,34
43973,34
57506,34
86407,35
66297,35
86132,35
61733,35
12399,35
6416,35
83359,35
83603,35
25530,35
20,35
37038,35
78153,35
56085,35
24829,35
20548,35
36044,35
32855,35
29656,35
42791,35
86158,35
67514,35
65373,35
3705,35
38724,35
76017,35
59777,35
61529,35
84051,35
19236,35
62116,35
4566,35
90925,35
74232,35
10072,35
2970,35
85871,35
92794,35
24667,35
23226,35
27380,35
40122,35
14973,35
91378,35
40332,35
81687,35
35667,35
54380,35
68136,35
93008,35
16230,35
80080,35
71750,35
70686,35
90952,35
98599,35
12054,35
73628,35
93621,35
34252,35
565,35
77890,35
2956,35
87434,36
25799,36
3821,36
74599,36
88972,36
4985,36
30365,36
93355,36
75400,36
39267,36
2262,36
75988,36
37168,36
54819,36
12528,36
32172,36
33536,36
82807,36
43408,36
64949,36
99881,36
10612,36
48591,36
104,36
19966,36
29753,36
77625,36
7804,36
73349,36
44694,36
14660,36
3176,36
67127,36
91987,36
20739,36
38060,36
69951,36
27402,36
17731,36
30822,36
84473,36
11274,36
65311,36
76674,36
49698,36
78670,36
83509,36
34050,36
2896,36
17659,36
22241,36
79031,36
84173,36
99053,36
98167,36
27662,36
41436,36
81649,36
68859,36
18275,36
89007,36
32785,37
4899,37
25537,37
89382,37
35553,37
50889,37
79274,37
70044,37
37503,37
67705,37
83749,37
7430,37
47844,37
21296,37
51409,37
29916,37
61433,37
40637,37
71800,37
47339,37
6066,37
94087,37
73417,37
29271,37
57130,37
86395,37
86866,37
6443,37
23833,37
9000,37
10392,37
2858,37
86811,37
16961,37
13984,37
7348,37
11541,37
47409,37
74054,37
39999,37
37057,37
52335,37
28355,37
92823,37
8326,37
70902,37
70974,37
14281,37
2794,37
96936,37
63499,37
96462,37
2212,37
29458,37
39273,37
5040,37
14849,37
33165,37
38292,37
58011,37
48848,37
71786,37
35965,37
90457,37
48923,37
53019,37
28896,37
58407,37
72989,37
73039,37
82273,37
41175,37
36123,37
58720,37
46145,37
66402,37
34657,37
54362,38
14074,38
73584,38
17802,38
50375,38
81383,38
15749,38
94616,38
29808,38
26427,38
24943,38
15240,38
30454,38
12801,38
95082,38
28588,38
86300,38
6849,38
61656,38
6353,38
43007,38
6472,38
59696,38
8193,38
46202,38
13967,38
33004,38
42671,38
76217,38
26643,38
32330,38
70296,38
20636,38
89316,38
17806,38
12919,38
11532,38
4629,38
97403,38
95105,38
47862,38
57952,38
92356,38
72094,38
30053,38
19000,38
91209,38
94305,38
87429,38
69449,38
81031,38
82059,38
98173,38
47491,38
94427,38
19196,38
94990,38
49380,38
26530,38
55812,39
49880,39
75515,39
46851,39
83631,39
32553,39
76655,39
57482,39
77888,39
80932,39
54409,39
76141,39
96956,39
79354,39
36909,39
92740,39
432,39
61964,39
34137,39
60329,39
16806,39
51811,39
91961,39
35122,39
95623,39
86979,39
44518,39
90690,39
93084,39
38493,39
58380,39
20500,39
77442,39
38217,39
87732,39
76999,39
78802,39
75457,39
35434,39
43815,39
52559,39
59190,39
33635,39
78669,39
25261,39
50271,39
3018,39
44547,39
31169,39
20888,39
52869,39
1712,39
33495,39
4035,39
63863,39
48675,39
64911,39
12139,39
68391,39
16113,39
68324,39
39963,39
12958,39
30985,39
52909,39
87986,39
51686,39
42017,39
13994,39
22489,39
419,39
42253,39
76814,39
16530,39
18744,39
39827,40
65019,40
17,40
76425,40
84876,40
52580,40
14885,40
88468,40
25653,40
14215,40
9291,40
62637,40
15233,40
40857,40
57946,40
1540,40
52765,40
25493,40
43646,40
78481,40
52382,40
31227,40
36940,40
12335,40
66665,40
17374,40
19145,40
57301,40
74640,40
21234,40
87525,40
2255,40
16742,40
46720,40
